130.500400877965,107.13633883074,+AC0-2.15536812922139,0,0,,22.760400877965,41.7303388307402,,,
130.445216644142,107.052943984752,+AC0-2.15536812922139,0,0.1,,22.7052166441424,41.6469439847518,,,
130.39003241032,106.969549138763,+AC0-2.15536812922139,0,0.2,,22.6500324103199,41.5635491387635,,,
130.334848176497,106.886154292775,+AC0-2.15536812922139,0,0.3,,22.5948481764974,41.4801542927751,,,
130.279663942675,106.802759446787,+AC0-2.15536812922139,0,0.4,,22.5396639426749,41.3967594467868,,,
130.224479708852,106.719364600798,+AC0-2.15536812922139,0,0.5,,22.4844797088523,41.3133646007984,,,
130.16929547503,106.63596975481,+AC0-2.15536812922139,0,0.6,,22.4292954750298,41.2299697548101,,,
130.114111241207,106.552574908822,+AC0-2.15536812922139,0,0.7,,22.3741112412073,41.1465749088217,,107.74,65.406
130.058927007385,106.469180062833,+AC0-2.15536812922139,0,0.8,,22.3189270073848,41.0631800628334,,,
130.003742773562,106.385785216845,+AC0-2.15536812922139,0,0.9,,22.2637427735623,40.979785216845,,,
129.94855853974,106.302390370857,+AC0-2.15536812922139,0,1,,22.2085585397397,40.8963903708566,,,
129.893374305917,106.218995524868,+AC0-2.15536812922139,0,1.1,,22.1533743059172,40.8129955248683,,,
129.838190072095,106.13560067888,+AC0-2.15536812922139,0,1.2,,22.0981900720947,40.7296006788799,,,
129.783005838272,106.052205832892,+AC0-2.15536812922139,0,1.3,,22.0430058382722,40.6462058328916,,,
129.72782160445,105.968810986903,+AC0-2.15536812922139,0,1.4,,21.9878216044497,40.5628109869032,,,
129.672637370627,105.885416140915,+AC0-2.15536812922139,0,1.5,,21.9326373706271,40.4794161409149,,,
129.617453136805,105.802021294927,+AC0-2.15536812922139,0,1.6,,21.8774531368046,40.3960212949265,,,
129.562268902982,105.718626448938,+AC0-2.15536812922139,0,1.7,,21.8222689029821,40.3126264489382,,,
129.50708466916,105.63523160295,+AC0-2.15536812922139,0,1.8,,21.7670846691596,40.2292316029498,,,
129.451900435337,105.551836756961,+AC0-2.15536812922139,0,1.9,,21.7119004353371,40.1458367569615,,,
129.396716201515,105.468441910973,+AC0-2.15536812922139,0,2,,21.6567162015145,40.0624419109731,,,
