128.186160410162,106.103891178732,+AC0-2.88445413537186,+AC0-0.218244391008348,2.4,,20.4461604101619,40.697691178732,,,,,,
128.090525374628,106.079862754846,+AC0-2.90664300691453,+AC0-0.231860355681449,2.5,,20.3505253746281,40.6736627548463,,,,,,
127.994987275906,106.058160685444,+AC0-2.93003790576461,+AC0-0.245769982493777,2.6,,20.2549872759055,40.6519606854441,,,,,,
127.899549991467,106.038878024705,+AC0-2.95465369890282,+AC0-0.259895302155063,2.7,,20.1595499914666,40.6326780247047,,,,,,
127.804217398784,106.022107826807,+AC0-2.98049953896413,+AC0-0.274138504963948,2.8,,20.0642173987837,40.6159078268073,,,,,,
127.708993375329,106.007943145931,+AC0-3.00757767015887,+AC0-0.2883806449221,2.9,,19.9689933753294,40.6017431459314,,,,,,
127.613881798576,105.996477036256,+AC0-3.03588218450519,+AC0-0.302481003034322,3,,19.8738817985761,40.5902770362563,,,,,,
127.518886545996,105.987802551961,+AC0-3.06539776757122,+AC0-0.316277360824042,3.1,,19.7788865459961,40.5816025519613,,,,,,
127.424011495062,105.982012747226,+AC0-3.09609848483075,+AC0-0.329587439501195,3.2,,19.6840114950621,40.5758127472258,,,,,,
127.329260523246,105.979200676229,+AC0-3.1279466712571,+AC0-0.342211735402013,3.3,,19.5892605232464,40.573000676229,,,,,,
127.234637508021,105.97945939315,3.12229331066694,+AC0-0.353937919523666,3.4,,19.4946375080214,40.5732593931504,,,,,,
127.14014632686,105.982881952169,3.08831452285368,+AC0-0.364546862644043,3.5,,19.4001463268597,40.5766819521693,,,,,,
127.045790857234,105.989561407465,3.05337964164033,+AC0-0.373820198166162,3.6,,19.3057908572336,40.5833614074649,,,,,,
126.951574976616,105.999590813217,3.01757966902339,+AC0-0.381549151742154,3.7,,19.2115749766156,40.5933908132167,,,,,,
126.857502562478,106.013063223604,2.98101871386142,+AC0-0.387544169482566,3.8,,19.1175025624782,40.606863223604,,,,,,
126.763577478107,106.030071352351,2.94387044743053,+AC0-0.385110819997602,3.9,,19.0235774781074,40.6238713523507,,,,,,
126.669799839372,106.050617980156,2.90844891900332,+AC0-0.35285003203217,4,,18.929799839372,40.6444179801558,,,,,,
126.576161004771,106.074495722481,2.8758942843334,+AC0-0.321028995797254,4.1,,18.8361610047706,40.6682957224807,,,,,,
126.4826510839,106.101467222808,2.84616814009814,+AC0-0.290030113573107,4.2,,18.7426510838998,40.6952672228077,,,,,,
126.389260186356,106.131295124619,2.81921137811588,+AC0-0.260105542292236,4.3,,18.6492601863564,40.7250951246189,,,,,,
126.295978421737,106.163742071397,2.79495147757279,+AC0-0.231398298798258,4.4,,18.5559784217372,40.7575420713967,,,,,,
126.202795899639,106.198570706623,2.77330862215049,+AC0-0.203963742298022,4.5,,18.4627958996389,40.7923707066231,,,,,,
126.109702729658,106.23554367378,2.75420066455708,+AC0-0.17778937773101,4.6,,18.3697027296582,40.8293436737803,,,,,,
126.016689021392,106.274423616351,2.73754704202326,+AC0-0.152811924246728,4.7,,18.2766890213919,40.8682236163506,,,,,,
125.923744884437,106.314973177816,2.72327178626398,+AC0-0.128931295989016,4.8,,18.1837448844368,40.9087731778162,,,,,,
125.83086042839,106.356955001659,2.71130578278372,+AC0-0.106021582373407,4.9,,18.0908604283896,40.9507550016593,,,,,,
125.738025762847,106.400131731362,2.70158842785756,+AC0-0.083939354786809,5,,17.998025762847,40.9939317313621,,,,,,
125.645230997406,106.444266010407,2.69406881503072,+AC0-0.062529730277537,5.1,,17.9052309974058,41.0380660104067,,,,,,
125.552466241663,106.489120482275,2.68870656196344,+AC0-0.041630643609877,5.2,,17.8124662416628,41.0829204822754,,,,,,
125.459721605215,106.53445779045,2.68547236623129,+AC0-0.021075756247451,5.3,,17.7197216052146,41.1282577904503,,,,,,
125.366987197658,106.580040578414,2.68434835704879,+AC0-0.000696390863108,5.4,,17.6269871976581,41.1738405784138,,,,,,
