130.500400877965,107.13653883074,+AC0-2.64895208398847,0,0,,22.760400877965,41.7303388307402,,,,,,
130.403602600697,107.084594153053,+AC0-2.6493169576147,+AC0-0.006645202181043,0.1,,22.6636026006969,41.6783941530534,,,,,,
130.306808200901,107.032742529546,+AC0-2.65041252340954,+AC0-0.013316221463804,0.2,,22.5668082009014,41.6265425295459,,,,,,
130.210021556051,106.981077014397,+AC0-2.65224161637996,+AC0-0.020038937349483,0.3,,22.4700215560507,41.574877014397,,,,,,
130.113246543617,106.929690661786,+AC0-2.65480896226038,+AC0-0.02683935021937,0.4,,22.3732465436174,41.5234906617862,,,,,,
130.016487041074,106.878676525893,+AC0-2.65812117810687,+AC0-0.033743631798727,0.5,,22.2764870410738,41.4724765258928,,,,,,
129.919746925893,106.828127660896,+AC0-2.66218677213276,+AC0-0.040778163145633,0.6,,22.1797469258925,41.421927660896,,,,,,
129.823030075546,106.778137120975,+AC0-2.66701614175236,+AC0-0.047969555160196,0.7,,22.0830300755459,41.3719371209753,,,,,,
129.726340367506,106.72879796031,+AC0-2.67262156845086,+AC0-0.055344645872028,0.8,,21.9863403675064,41.3225979603099,,,,,,
129.629681679247,106.680203233079,+AC0-2.6790172077102,+AC0-0.062930467830531,0.9,,21.8896816792465,41.2740032330792,,,,,,
129.533057888239,106.632445993463,+AC0-2.68621907178446,+AC0-0.070754177792141,1,,21.7930578882386,41.2262459934625,,,,28+IBkAXw-1,17.627,41.1738
129.436472871955,106.585619295639,+AC0-2.69424500262604,+AC0-0.078842939576918,1.1,,21.6964728719552,41.1794192956393,,,,28+IBkAXw-2,125.367,106.58
129.339930507869,106.539816193789,+AC0-2.70311463170994,+AC0-0.087223749471718,1.2,,21.5999305078687,41.1336161937887,,,,,107.74,65.4062
129.243434673452,106.49512974209,+AC0-2.7128493228831,+AC0-0.095923191925741,1.3,,21.5034346734516,41.0889297420902,,,,,,
129.146989246176,106.451652994723,+AC0-2.72347209367872,+AC0-0.104967111582022,1.4,,21.4069892461763,41.045452994723,,,,,,
129.050598103515,106.409479005867,+AC0-2.73500750978628,+AC0-0.114380186021238,1.5,,21.3105981035153,41.0032790058666,,,,,,
128.954265122941,106.3687008297,+AC0-2.74748154656859,+AC0-0.124185382122497,1.6,,21.214265122941,40.9625008297003,,,,,,
128.857994181926,106.329411520403,+AC0-2.76092141068904,+AC0-0.134403277902176,1.7,,21.1179941819258,40.9232115204033,,,,,,
128.761789157942,106.291704132155,+AC0-2.77535531409244,+AC0-0.145051231399488,1.8,,21.0217891579423,40.8855041321551,,,,,,
128.665653928463,106.255671719135,+AC0-2.79081219182402,+AC0-0.156142379068981,1.9,,20.9256539284628,40.8494717191349,,,,,,
128.56959237096,106.221407335522,+AC0-2.80732135455049,+AC0-0.167684448772152,2,,20.8295923709598,40.8152073355222,,,,,,
128.473608362906,106.189004035496,+AC0-2.82491206626789,+AC0-0.179678377518569,2.1,,20.7336083629058,40.7828040354961,,,,,,
128.377705781773,106.158554873236,+AC0-2.84361303767858,+AC0-0.192116732392565,2.2,,20.6377057817731,40.7523548732362,,,,,,
128.281888505034,106.130152902922,+AC0-2.86345182626383,+AC0-0.204981945487397,2.3,,20.5418885050344,40.7239529029217,,,,,,
