x,y,yaw,k,s,max_v
49.38416858888931,478.8447456804038,1.5941953481321467,0.2610991495870312,0.0,11.03
49.38060398190034,478.9446590775681,1.6179290943455824,0.21351707181995644,0.1,12.19
49.3749074161947,479.04446828341145,1.6368918826204362,0.16572377905527688,0.2,13.84
49.3675556858985,479.14419567507827,1.6510734691949507,0.11791526835416716,0.30000000000000004,16.41
49.35902558513785,479.2438636297126,1.6604772706892095,0.07017409773494618,0.4,21.27
49.3497939080389,479.34349452445906,1.6651106466581675,0.02250207237701347,0.5,37.56
49.340337448727745,479.4431107364617,1.6649784728689543,-0.02514683069414688,0.6000000000000001,35.53
49.33113298305661,479.5427346433493,1.6600859634301124,-0.07152270038244955,0.7000000000000001,21.07
49.32262600202567,479.6423894520736,1.6512664762916922,-0.10487087602371759,0.8,17.4
49.31516659171479,479.742100898654,1.6391116318151517,-0.13822257643038266,0.9,15.16
49.30904784988824,479.84189228647205,1.6252087796167112,-0.1285552753833996,1.0,15.72
49.30421037850831,479.94176049968695,1.6136017237446323,-0.10358513831653156,1.1,17.51
49.30040707608505,480.04168835426395,1.6044914534396544,-0.07862331057189385,1.2000000000000002,20.1
49.297389094788336,480.14165853528203,1.597876313364931,-0.053683441470050525,1.3,24.32
49.294907586788,480.24165372781994,1.5937540564916797,-0.028764499016704623,1.4000000000000001,33.22
49.29271370425391,480.34165661695636,1.5921230776286401,-0.0038554563781564,1.5,90.75
49.2905585993559,480.44164988777044,1.592983180275979,0.02106006254102886,1.6,38.83
49.28800140470883,480.5416145767819,1.601621956184231,0.11012714742547021,1.7000000000000002,16.98
49.28440444983141,480.6415393236476,1.6115819459696394,0.0890689922080333,1.8,18.88
49.27991750119725,480.74143101930633,1.6194353872938883,0.06799942210445281,1.9000000000000001,21.61
49.274751000564365,480.84129763698024,1.6251819282810154,0.04693248680091477,2.0,26.01
49.269115389690796,480.9411471498918,1.6288221459097552,0.025873180983024272,2.1,35.03
49.263221110334584,481.040987531263,1.6303567808983503,0.004820253186870646,2.2,81.16
49.25727860425376,481.14082675431627,1.629786253504837,-0.016230987200745686,2.3000000000000003,44.23
49.251498313206376,481.24067279227387,1.6271104596225914,-0.037285870787127424,2.4000000000000004,29.18
49.24609061228319,481.3405336158096,1.622346182785144,-0.05534395857777454,2.5,23.95
49.241205995712114,481.4404149065973,1.617059628929931,-0.05038637504835866,2.6,25.1
49.23682486510868,481.54031584436683,1.6122690283861332,-0.045425160851690405,2.7,26.44
49.23289762560576,481.6402344622055,1.6079746696671169,-0.04046174826326976,2.8000000000000003,28.01
49.22937468233619,481.74016879320055,1.604176715102145,-0.03549723465080608,2.9000000000000004,29.91
49.226206440432854,481.84011687043915,1.6008752325297235,-0.030532418506219496,3.0,32.25
49.22334330502857,481.9400767270086,1.5980702233662454,-0.02556783587447012,3.1,35.24
49.220735681256215,482.0400463959962,1.595761647019327,-0.02060379700635812,3.2,39.26
49.218333974248644,482.1400239104892,1.5939494416300262,-0.01564042311109022,3.3000000000000003,45.06
49.216088589138714,482.2400073035749,1.5926335411383943,-0.010677683126446597,3.4000000000000004,54.53
49.213949931059254,482.3399946083404,1.5918138886732183,-0.005715430459631588,3.5,74.53
49.211868405143136,482.43998385787313,1.5914904462700123,-0.0007534396802838746,3.6,150.0
49.20979441652324,482.53997308526027,1.5916632009220508,0.004208556831356388,3.7,86.86
49.207678370332374,482.6399603235891,1.59233216696813,0.009170832263456727,3.8000000000000003,58.84
49.205470671703424,482.73994360594685,1.5934973848185432,0.014133628753266446,3.9000000000000004,47.4
49.20312175671121,482.83992096660785,1.5951509359247198,0.017725872294589436,4.0,42.32
49.20060924179533,482.93989148255054,1.59658262870023,0.010907827989974616,4.1000000000000005,53.95
49.19798773547724,483.03985718435524,1.5973324781119196,0.00408907629389056,4.2,88.12
49.19532538435796,483.1398206219556,1.5974004327446236,-0.0027300137335540095,4.3,107.84
49.19269031369865,483.2397843445201,1.5967919640184522,-0.00860825986973963,4.4,60.73
49.19013203267064,483.3397502338142,1.5959933310926948,-0.007364399544227991,4.5,65.66
49.18764736368687,483.43971828273646,1.5953190838146987,-0.006120547952017012,4.6000000000000005,72.02
49.18522387337128,483.5396881523574,1.5947692210539666,-0.004876709714854821,4.7,80.69
49.18284912834783,483.63965950374745,1.5943437413646808,-0.003632886613650537,4.800000000000001,93.49
49.18051069524049,483.73963199797714,1.5940426432409147,-0.002389078165898324,4.9,115.28
49.178196140673194,483.83960529611693,1.5938659253141054,-0.0011452822030570164,5.0,150.0
49.1758930312699,483.93957905923725,1.593813586492791,9.850455213035541e-05,5.1000000000000005,150.0
49.17358893365459,484.0395529484087,1.5938856260446177,0.0013422859083734198,5.2,150.0
49.17127141445119,484.1395266247016,1.5940820436206244,0.00258606562861108,5.300000000000001,110.8
49.16892804028367,484.2394997491865,1.5944028392218053,0.0038298468528045956,5.4,91.05
49.16654637777597,484.3394719829339,1.594848013107951,0.005073631520725035,5.5,79.11
49.16411399355207,484.4394429870142,1.595417565648769,0.006317419794719673,5.6000000000000005,70.89
49.16161845423591,484.539412422498,1.5961114971172774,0.007561209482456307,5.7,64.8
49.15904732645145,484.6393799504557,1.5969298074254752,0.008804995459665246,5.800000000000001,60.05
49.15638818423225,484.7393452321454,1.5978706091267474,0.009728605150230538,5.9,57.13
49.153634894481655,484.83930808827336,1.598769830471797,0.008255822920389013,6.0,62.01
49.150799073794545,484.9392687892847,1.5995217740720207,0.006783051347336531,6.1000000000000005,68.42
49.147895445814804,485.0392276843507,1.6001264412364389,0.0053102944823953495,6.2,77.32
