-35.78415,-77.88764277,1.364007307,18,0,,
-35.76366892,-77.78967339,1.365401842,18,0.1,,
-35.74332423,-77.69168589,1.366749477,18,0.2,,
-35.72311124,-77.59368091,1.368050182,18,0.3,,
-35.70302526,-77.49565904,1.369303925,18,0.4,,
-35.68306159,-77.39762093,1.370510677,18,0.5,,
-35.66321555,-77.29956719,1.371670411,18,0.6,,
-35.64348243,-77.20149843,1.372783102,18,0.7,,
-35.62385754,-77.10341529,1.373848726,18,0.8,,
-35.6043362,-77.00531837,1.37486726,18,0.9,,
-35.5849137,-76.90720831,1.375838685,18,1,,
-35.56558536,-76.80908573,1.37676298,18,1.1,,
-35.54634647,-76.71095123,1.377640128,18,1.2,,
-35.52719236,-76.61280546,1.378470112,18,1.3,,
-35.50811831,-76.51464902,1.379252916,18,1.4,,
-35.48911965,-76.41648254,1.379988526,18,1.5,,
-35.47019168,-76.31830663,1.38067693,18,1.6,,
-35.4513297,-76.22012193,1.381318114,18,1.7,,
-35.43252901,-76.12192905,1.381912069,18,1.8,,
-35.41378494,-76.02372861,1.382458783,18,1.9,,
-35.39509278,-75.92552123,1.382958248,18,2,,
-35.37644784,-75.82730754,1.383410456,18,2.1,,
-35.35784542,-75.72908815,1.383815399,18,2.2,,
-35.33928084,-75.63086368,1.384173071,18,2.3,,
-35.3207494,-75.53263477,1.384483466,18,2.4,,
-35.30224641,-75.43440202,1.38474658,18,2.5,,
-35.28376717,-75.33616606,1.384962409,18,2.6,,
-35.26530699,-75.23792751,1.385130948,18,2.7,,
-35.24686118,-75.13968699,1.385252197,18,2.8,,
-35.22842504,-75.04144512,1.385326152,18,2.9,,
-35.20999388,-74.94320253,1.385352813,18,3,,
-35.191563,-74.84495983,1.38533218,18,3.1,,
-35.17312772,-74.74671765,1.385264252,18,3.2,,
-35.15468334,-74.6484766,1.385149032,18,3.3,,
-35.13622517,-74.55023731,1.384986521,18,3.4,,
-35.11774851,-74.45200039,1.384776722,18,3.5,,
-35.09924867,-74.35376648,1.384519637,18,3.6,,
-35.08072096,-74.25553618,1.384215272,18,3.7,,
-35.06216067,-74.15731013,1.38386363,18,3.8,,
-35.04356313,-74.05908894,1.383464718,18,3.9,,
-35.02492364,-73.96087323,1.383018543,18,4,,
-35.0062375,-73.86266362,1.382525111,18,4.1,,
-34.98750002,-73.76446074,1.38198443,18,4.2,,
-34.9687065,-73.66626521,1.381396511,18,4.3,,
-34.94985226,-73.56807765,1.380761363,18,4.4,,
-34.93093259,-73.46989867,1.380078997,18,4.5,,
-34.91194282,-73.3717289,1.379349426,18,4.6,,
-34.89287823,-73.27356896,1.378572662,18,4.7,,
-34.87373415,-73.17541947,1.377748719,18,4.8,,
-34.85450587,-73.07728106,1.376877614,18,4.9,,
-34.83518871,-72.97915434,1.375959363,18,5,,
-34.81577796,-72.88103993,1.374993985,18,5.1,,
-34.79626894,-72.78293846,1.373981497,18,5.2,,
-34.77665695,-72.68485054,1.372921922,18,5.3,,
-34.75693731,-72.5867768,1.371815281,18,5.4,,
-34.7371053,-72.48871786,1.370661599,18,5.5,,
-34.71715625,-72.39067434,1.3694609,18,5.6,,
-34.69708547,-72.29264686,1.368213211,18,5.7,,
-34.67688824,-72.19463604,1.366918562,18,5.8,,
-34.65655989,-72.0966425,1.365576984,18,5.9,,
-34.63609572,-71.99866687,1.364188508,18,6,,
-34.61549103,-71.90070976,1.362753169,18,6.1,,
-34.59474112,-71.80277181,1.361269011,18,6.2,,
-34.57383973,-71.7048548,1.359698896,18,6.3,,
-34.55277775,-71.60696264,1.358028759,18,6.4,,
-34.53154581,-71.50909945,1.356258532,18,6.5,,
-34.51013451,-71.41126934,1.354388138,18,6.6,,
-34.48853446,-71.31347643,1.352417493,18,6.7,,
-34.46673627,-71.21572485,1.350346504,18,6.8,,
-34.44473056,-71.11801871,1.348175071,18,6.9,,
-34.42250792,-71.02036214,1.34590309,18,7,,
-34.40005897,-70.92275925,1.343530448,18,7.1,,
-34.37737432,-70.82521417,1.341057028,18,7.2,,
-34.35444458,-70.72773101,1.33848271,18,7.3,,
-34.33126035,-70.63031389,1.33580737,18,7.4,,
-34.30781226,-70.53296694,1.333030878,18,7.5,,
-34.2840909,-70.43569427,1.330153107,18,7.6,,
-34.26008688,-70.3385,1.327173925,18,7.7,,
-34.23579083,-70.24138826,1.324093201,18,7.8,,
-34.21119334,-70.14436316,1.320910804,18,7.9,,
-34.18628503,-70.04742883,1.317626606,18,8,,
-34.1610565,-69.95058938,1.31424048,18,8.1,,
-34.13549836,-69.85384893,1.310752302,18,8.2,,
-34.10960123,-69.75721161,1.307161955,18,8.3,,
-34.08335572,-69.66068153,1.303469326,18,8.4,,
-34.05675242,-69.56426281,1.299674309,18,8.5,,
-34.02978196,-69.46795958,1.295776805,18,8.6,,
-34.00243495,-69.37177595,1.291776726,18,8.7,,
-33.97470198,-69.27571604,1.287673993,18,8.8,,
-33.94657368,-69.17978398,1.28346854,18,8.9,,
-33.91804065,-69.08398388,1.279160312,18,9,,
-33.8890935,-68.98831986,1.27474927,18,9.1,,
-33.85972284,-68.89279604,1.27023539,18,9.2,,
-33.82991928,-68.79741655,1.265618665,18,9.3,,
-33.79967343,-68.7021855,1.260899107,18,9.4,,
-33.76897589,-68.60710702,1.256076748,18,9.5,,
-33.73781729,-68.51218521,1.25115164,18,9.6,,
-33.70618823,-68.41742421,1.246123861,18,9.7,,
-33.67408375,-68.32282645,1.241143391,18,9.8,,
-33.64151948,-68.22838656,1.236391226,18,9.9,,
-33.60851695,-68.13409695,1.23186799,18,10,,
-33.57509771,-68.03994999,1.227573856,18,10.1,,
-33.54128332,-67.94593807,1.223508945,18,10.2,,
-33.50709531,-67.8520536,1.219673331,18,10.3,,
-33.47255524,-67.75828894,1.216067046,18,10.4,,
-33.43768466,-67.6646365,1.21269009,18,10.5,,
-33.40250511,-67.57108866,1.209542433,18,10.6,,
-33.36703814,-67.47763781,1.206624019,18,10.7,,
-33.33130529,-67.38427634,1.203934779,18,10.8,,
-33.29532813,-67.29099663,1.201474624,18,10.9,,
-33.25912818,-67.19779109,1.199243461,18,11,,
-33.22272701,-67.10465209,1.197241187,18,11.1,,
-33.18614616,-67.01157202,1.195467698,18,11.2,,
-33.14940717,-66.91854328,1.193922893,18,11.3,,
-33.1125316,-66.82555825,1.192606671,18,11.4,,
-33.075541,-66.73260932,1.19151894,18,11.5,,
-33.0384569,-66.63968888,1.190659614,18,11.6,,
-33.00130086,-66.54678932,1.190028619,18,11.7,,
-32.96409443,-66.45390302,1.18962589,18,11.8,,
-32.92685915,-66.36102239,1.189451375,18,11.9,,
