150,0,0,0.369300127029
150,0,200,0.571130990982
150,0,200,0.973237991333
150,0,200,1.17119407654
150,0,200,1.37329721451
150,0,200,1.57156300545
150,0,200,1.7772860527
150,0,200,1.97192502022
150,0,200,2.16821718216
150,0,200,2.37260103226
150,0,200,2.57217216492
150,0,200,2.77629303932
150,0,200,2.97355604172
150,0,200,3.17281103134
150,0,200,3.37328100204
150,6,200,3.57182717323
150,0,200,3.78022217751
150,12,200,3.9700961113
150,18,200,4.17129611969
150,31,200,4.37288403511
150,43,200,4.57167720795
150,55,200,4.77676916122
150,62,200,4.97272610664
150,68,200,5.17166805267
150,74,200,5.37121915817
150,74,200,5.5717420578
150,80,200,5.77206110954
150,80,200,6.17157506943
150,87,200,6.37149119377
150,87,200,6.57103919983
150,93,200,6.77708911896
150,93,200,6.97133803368
150,93,200,7.17137503624
150,99,200,7.37198805809
150,99,200,7.56633114815
150,99,200,7.77660918236
150,99,200,7.96943116188
150,99,200,8.1715490818
150,105,200,8.37128901482
150,105,200,8.57165598869
150,105,200,8.776086092
150,105,200,8.97210717201
150,105,200,9.17471599579
150,105,200,9.37044715881
150,105,200,9.57049798965
150,105,200,9.77781319618
150,111,200,9.97214007378
150,105,200,10.1705920696
150,111,200,10.3720571995
150,118,200,10.5708501339
150,111,200,10.7764401436
150,118,200,10.9717330933
150,124,200,11.1668901443
150,118,200,11.3717181683
150,124,200,11.5718719959
150,124,200,11.7765500546
150,124,200,11.9717721939
150,130,200,12.1727640629
150,130,200,12.3723590374
150,124,200,12.5716040134
150,130,200,12.7772431374
150,130,200,12.9684801102
150,136,200,13.1720590591
150,136,200,13.3723320961
150,130,200,13.7762851715
150,130,200,13.9725031853
150,130,200,14.1724832058
150,130,200,14.3723189831
150,136,200,14.5717971325
150,130,200,14.7723801136
150,136,200,14.9714000225
150,136,200,15.1748130322
150,130,200,15.3723020554
150,136,200,15.5672900677
150,136,200,15.7777030468
150,142,200,15.9748752117
150,142,200,16.1729431152
150,142,200,16.3733460903
150,142,200,16.566724062
150,149,200,16.7770040035
150,149,200,16.9726090431
150,149,200,17.1720671654
150,155,200,17.3728370667
150,149,0,17.571598053
150,155,200,17.7776551247
150,155,0,17.9721910954
150,149,0,18.1720590591
150,155,200,18.3681499958
150,155,0,18.5710551739
150,149,0,18.7773120403
150,149,200,18.973044157
150,142,200,19.1729211807
150,136,200,19.3734211922
150,136,200,19.5723860264
150,130,200,19.7772400379
150,130,200,19.9715781212
150,130,200,20.1677420139
150,124,200,20.372262001
150,130,200,20.5725991726
150,130,200,20.7761690617
150,136,200,20.9703900814
150,136,200,21.1728260517
150,136,200,21.3724009991
150,142,200,21.571816206
150,142,200,21.7771680355
150,149,200,21.9687600136
150,149,200,22.1727030277
150,149,200,22.372906208
150,155,200,22.5724980831
150,149,0,22.7762320042
150,149,200,22.9734580517
150,149,200,23.1724271774
150,149,200,23.3721981049
150,149,200,23.5718641281
150,149,200,23.7732131481
150,149,200,23.9737551212
150,155,200,24.1723611355
150,155,0,24.3729240894
150,149,0,24.5721340179
150,155,200,24.7782812119
150,149,0,24.9731202126
150,149,200,25.1721611023
150,149,200,25.3727571964
150,149,200,25.5688090324
150,142,200,25.777132988
150,142,200,25.9769251347
150,142,200,26.1723761559
150,142,200,26.3727731705
150,136,200,26.5711140633
150,136,200,26.7763249874
150,136,200,26.9712080956
150,136,200,27.1720581055
150,136,200,27.3698620796
150,130,200,27.5713431835
150,136,200,27.7768990993
150,136,200,27.972769022
150,136,200,28.1727030277
150,136,200,28.3722031116
150,142,200,28.5724229813
150,142,200,28.7766890526
150,142,200,28.9737360477
150,142,200,29.1679852009
150,149,200,29.3733010292
150,142,200,29.5713481903
150,149,200,29.7772891521
150,149,200,29.9735851288
150,149,200,30.1730639935
150,155,200,30.3745100498
150,155,0,30.5734591484
150,155,0,30.778837204
150,161,0,30.9719800949
150,155,0,31.1735441685
150,155,0,31.3747692108
150,155,0,31.5736210346
150,161,0,31.7786080837
150,161,0,31.9744501114
150,155,0,32.1746661663
150,155,0,32.3747861385
150,149,0,32.5729792118
150,130,200,32.7757730484
150,99,200,32.9703462124
150,68,200,33.1745080948
150,31,200,33.3704590797
150,0,200,33.5720031261
150,6,200,33.7796070576
150,6,200,33.975041151
150,0,200,34.1738321781
150,0,200,34.373925209
150,0,200,34.5693531036
150,0,200,34.7786500454
150,0,200,34.9782640934
150,0,200,35.174710989
150,0,200,35.3748221397
150,0,200,35.5742521286
150,0,200,35.7787621021
150,0,200,35.9737150669
150,0,200,36.1742022038
150,0,200,36.370041132
150,0,200,36.5738182068
150,0,200,36.7797651291
150,0,200,36.9749150276
150,0,200,37.1746490002
150,0,200,37.3731250763
150,0,200,37.5728900433
150,0,200,37.7787230015
150,0,200,37.9759371281
