X,Y,yaw,K,s
682.0,667.0,-2.562877708676594,0.0,0.0
665.2566759996822,656.0610283197924,-2.562877708676594,0.0,20.0
648.5133519993645,645.1220566395848,-2.562877708676594,0.0,40.0
631.7700279990468,634.1830849593772,-2.562877708676594,0.0,60.0
615.026703998729,623.2441132791696,-2.562877708676594,0.0,80.0
607.0,618.0,-3.0032690283014665,2.7327412961257044e-17,100.0
587.1071639093682,617.9932296486746,2.934035884245273,-0.017228100829413628,120.0
571.0,623.0,2.32679120198834,-0.0,140.0
557.2797426262199,637.5517881237062,2.32679120198834,-0.0,160.0
543.5594852524399,652.1035762474122,2.32679120198834,-0.0,180.0
529.8392278786598,666.6553643711184,2.32679120198834,-0.0,200.0
516.1189705048798,681.2071524948244,2.32679120198834,-0.0,220.0
502.3987131310998,695.7589406185306,2.32679120198834,-0.0,240.0
488.67845575731974,710.3107287422366,2.32679120198834,-0.0,260.0
474.95819838353964,724.8625168659428,2.32679120198834,-0.0,280.0
461.23794100975965,739.4143049896488,2.32679120198834,-0.0,300.0
447.51768363597955,753.966093113355,2.32679120198834,-0.0,320.0
439.0,763.0,1.9470244792197537,2.467969285996168e-17,340.0
434.1776893672577,782.377348196521,1.569570994693531,-0.03324603476119039,360.0
441.63067271024073,800.6309527610427,0.8168483326305105,-0.032638186508984424,380.0
458.54782249165254,811.2319855152234,0.39836164599860385,-0.007477358681244933,400.0
477.6150005940881,817.3676984045355,0.21475465225872395,-0.011558509961636342,420.0
497.49895159631626,817.5877921642796,-0.2985145168720265,-0.03772186025928334,440.0
514.0,808.0,-0.8076167287241673,0.0,460.0
527.8244529193473,793.547162857046,-0.8076167287241673,0.0,480.0
541.6489058386945,779.0943257140921,-0.8076167287241673,0.0,500.0
555.4733587580419,764.6414885711381,-0.8076167287241673,0.0,520.0
569.2978116773892,750.1886514281841,-0.8076167287241673,0.0,540.0
583.1222645967364,735.73581428523,-0.8076167287241673,0.0,560.0
596.9467175160837,721.2829771422761,-0.8076167287241673,0.0,580.0
610.771170435431,706.8301399993221,-0.8076167287241673,0.0,600.0
624.5956233547784,692.3773028563681,-0.8076167287241673,0.0,620.0
638.4200762741256,677.9244657134142,-0.8076167287241673,0.0,640.0
