X,Y,yaw,K,s
540.0,530.0,-2.356194490192345,0.0,0.0
525.857864376269,515.857864376269,-2.356194490192345,0.0,20.0
511.7157287525381,501.7157287525381,-2.356194490192345,0.0,40.0
497.57359312880715,487.57359312880715,-2.356194490192345,0.0,60.0
490.0,480.0,-2.3318090810196264,-3.3845122565003817e-19,80.0
473.61536158961917,476.3692656686876,2.4017744699456087,-0.030590270741593244,100.0
470.0,480.0,2.356194490192345,-0.0,120.0
455.85786437626905,494.14213562373095,2.356194490192345,-0.0,140.0
441.7157287525381,508.2842712474619,2.356194490192345,-0.0,160.0
427.57359312880715,522.4264068711929,2.356194490192345,-0.0,180.0
420.0,530.0,2.3805798993650633,-3.3845122565003817e-19,200.0
416.3692656686876,546.3846384103808,0.8309781431507122,-0.030590270741593244,220.0
420.0,550.0,0.7853981633974483,0.0,240.0
434.14213562373095,564.142135623731,0.7853981633974483,0.0,260.0
448.2842712474619,578.2842712474619,0.7853981633974483,0.0,280.0
462.42640687119285,592.4264068711929,0.7853981633974483,0.0,300.0
470.0,600.0,0.8097835725701669,-3.3845122565003817e-19,320.0
486.38463841038083,603.6307343313124,-0.7398181836441845,-0.030590270741593244,340.0
490.0,600.0,-0.7853981633974483,0.0,360.0
504.14213562373095,585.857864376269,-0.7853981633974483,0.0,380.0
518.2842712474619,571.7157287525381,-0.7853981633974483,0.0,400.0
532.4264068711929,557.5735931288071,-0.7853981633974483,0.0,420.0
