,,X,Y
1269.922124,728.0897596,126.66598022124,37.390983697596
1269.589875,727.7220692,126.66597689875,37.390980020692
1269.257291,727.3545386,126.66597357291,37.390976345386
1268.924364,726.9871712,126.66597024364,37.390972671712
1268.591086,726.6199708,126.66596691086,37.390968999708
1268.257451,726.252941,126.66596357451,37.39096532941
1267.923451,725.8860853,126.66596023451,37.390961660853
1267.589077,725.5194074,126.66595689077,37.390957994074
1267.254323,725.152911,126.66595354323,37.39095432911
1266.919181,724.7865997,126.66595019181,37.390950665997
1266.583643,724.4204771,126.66594683643,37.390947004771
1266.247701,724.0545468,126.66594347701,37.390943345468
1265.911348,723.6888125,126.66594011348,37.390939688125
1265.574577,723.3232777,126.66593674577,37.390936032777
1265.237379,722.9579462,126.66593337379,37.390932379462
1264.899747,722.5928215,126.66592999747,37.390928728215
1264.561674,722.2279074,126.66592661674,37.390925079074
1264.223151,721.8632073,126.66592323151,37.390921432073
1263.884172,721.4987249,126.66591984172,37.390917787249
1263.544729,721.134464,126.66591644729,37.39091414464
1263.204813,720.770428,126.66591304813,37.39091050428
1262.864418,720.4066206,126.66590964418,37.390906866206
1262.523535,720.0430455,126.66590623535,37.390903230455
1262.182158,719.6797063,126.66590282158,37.390899597063
1261.840278,719.3166066,126.66589940278,37.390895966066
1261.497888,718.95375,126.66589597888,37.3908923375
1261.154981,718.5911402,126.66589254981,37.390888711402
1260.811548,718.2287808,126.66588911548,37.390885087808
1260.467582,717.8666754,126.66588567582,37.390881466754
1260.123076,717.5048277,126.66588223076,37.390877848277
1259.778022,717.1432412,126.66587878022,37.390874232412
1259.432412,716.7819197,126.66587532412,37.390870619197
1259.086238,716.4208667,126.66587186238,37.390867008667
1258.739494,716.0600859,126.66586839494,37.390863400859
1258.392171,715.6995809,126.66586492171,37.390859795809
1258.044262,715.3393553,126.66586144262,37.390856193553
1257.695759,714.9794127,126.66585795759,37.390852594127
1257.346655,714.6197569,126.66585446655,37.390848997569
1256.996941,714.2603913,126.66585096941,37.390845403913
1256.646611,713.9013198,126.66584746611,37.390841813198
1256.295657,713.5425457,126.66584395657,37.390838225457
1255.944071,713.1840729,126.66584044071,37.390834640729
1255.591845,712.8259049,126.66583691845,37.390831059049
1255.238972,712.4680454,126.66583338972,37.390827480454
1254.885445,712.110498,126.66582985445,37.39082390498
1254.531255,711.7532663,126.66582631255,37.390820332663
1254.176396,711.3963539,126.66582276396,37.390816763539
1253.820858,711.0397645,126.66581920858,37.390813197645
1253.464636,710.6835017,126.66581564636,37.390809635017
1253.107721,710.3275692,126.66581207721,37.390806075692
1252.750105,709.9719705,126.66580850105,37.390802519705
1252.391782,709.6167093,126.66580491782,37.390798967093
1252.032742,709.2617892,126.66580132742,37.390795417892
1251.67298,708.9072139,126.6657977298,37.390791872139
1251.312487,708.5529869,126.66579412487,37.390788329869
1250.951255,708.199112,126.66579051255,37.39078479112
1250.589277,707.8455927,126.66578689277,37.390781255927
1250.226546,707.4924326,126.66578326546,37.390777724326
1249.863053,707.1396355,126.66577963053,37.390774196355
1249.498792,706.7872048,126.66577598792,37.390770672048
1249.133754,706.4351444,126.66577233754,37.390767151444
1248.767931,706.0834577,126.66576867931,37.390763634577
1248.401318,705.7321484,126.66576501318,37.390760121484
1248.033904,705.3812201,126.66576133904,37.390756612201
1247.665684,705.0306766,126.66575765684,37.390753106766
1247.296649,704.6805213,126.66575396649,37.390749605213
1246.926792,704.3307579,126.66575026792,37.390746107579
1246.556105,703.9813901,126.66574656105,37.390742613901
1246.184581,703.6324215,126.66574284581,37.390739124215
1245.812212,703.2838557,126.66573912212,37.390735638557
1245.43899,702.9356964,126.6657353899,37.390732156964
1245.064907,702.5879471,126.66573164907,37.390728679471
1244.689957,702.2406115,126.66572789957,37.390725206115
1244.314132,701.8936932,126.66572414132,37.390721736932
1243.937423,701.5471959,126.66572037423,37.390718271959
1243.559824,701.2011232,126.66571659824,37.390714811232
1243.181326,700.8554787,126.66571281326,37.390711354787
1242.801923,700.510266,126.66570901923,37.39070790266
1242.421606,700.1654888,126.66570521606,37.390704454888
1242.040367,699.8211508,126.66570140367,37.390701011508
1241.6582,699.4772554,126.665697582,37.390697572554
1241.275097,699.1338064,126.66569375097,37.390694138064
1240.891049,698.7908074,126.66568991049,37.390690708074
1240.50605,698.448262,126.6656860605,37.39068728262
1240.120092,698.1061739,126.66568220092,37.390683861739
1239.733169,697.7645454,126.66567833169,37.390680445454
1239.345302,697.4233658,126.66567445302,37.390677033658
1238.956526,697.0826166,126.66567056526,37.390673626166
1238.566878,696.7422788,126.66566666878,37.390670222788
1238.176392,696.4023337,126.66566276392,37.390666823337
1237.785105,696.0627625,126.66565885105,37.390663427625
1237.393052,695.7235465,126.66565493052,37.390660035465
1237.00027,695.3846668,126.6656510027,37.390656646668
1236.606794,695.0461046,126.66564706794,37.390653261046
1236.212659,694.7078413,126.66564312659,37.390649878413
1235.817902,694.3698579,126.66563917902,37.390646498579
1235.422559,694.0321358,126.66563522559,37.390643121358
1235.026665,693.6946561,126.66563126665,37.390639746561
1234.630256,693.3574,126.66562730256,37.390636374
1234.233368,693.0203488,126.66562333368,37.390633003488
1233.836037,692.6834837,126.66561936037,37.390629634837
1233.438298,692.3467858,126.66561538298,37.390626267858
1233.040187,692.0102365,126.66561140187,37.390622902365
1232.641741,691.6738168,126.66560741741,37.390619538168
1232.242994,691.3375082,126.66560342994,37.390616175082
1231.843983,691.0012916,126.66559943983,37.390612812916
1231.444744,690.6651485,126.66559544744,37.390609451485
1231.045312,690.3290599,126.66559145312,37.390606090599
1230.645722,689.9930071,126.66558745722,37.390602730071
1230.246012,689.6569713,126.66558346012,37.390599369713
1229.846217,689.3209338,126.66557946217,37.390596009338
1229.446372,688.9848757,126.66557546372,37.390592648757
1229.046513,688.6487783,126.66557146513,37.390589287783
1228.646676,688.3126228,126.66556746676,37.390585926228
1228.246897,687.9763903,126.66556346897,37.390582563903
1227.847212,687.6400622,126.66555947212,37.390579200622
1227.447656,687.3036196,126.66555547656,37.390575836196
1227.048266,686.9670437,126.66555148266,37.390572470437
1226.649076,686.6303158,126.66554749076,37.390569103158
1226.250124,686.2934171,126.66554350124,37.390565734171
1225.851444,685.9563287,126.66553951444,37.390562363287
1225.453073,685.619032,126.66553553073,37.39055899032
1225.055046,685.2815081,126.66553155046,37.390555615081
1224.657398,684.9437382,126.66552757398,37.390552237382
1224.260167,684.6057035,126.66552360167,37.390548857035
1223.863388,684.2673854,126.66551963388,37.390545473854
1223.467096,683.9287649,126.66551567096,37.390542087649
1223.071327,683.5898233,126.66551171327,37.390538698233
1222.676118,683.2505419,126.66550776118,37.390535305419
1222.281503,682.9109017,126.66550381503,37.390531909017
1221.887519,682.5708841,126.66549987519,37.390528508841
1221.494201,682.2304703,126.66549594201,37.390525104703
1221.101586,681.8896415,126.66549201586,37.390521696415
1220.709708,681.5483788,126.66548809708,37.390518283788
1220.318605,681.2066636,126.66548418605,37.390514866636
1219.928311,680.8644769,126.66548028311,37.390511444769
1219.538863,680.5218002,126.66547638863,37.390508018002
1219.150296,680.1786144,126.66547250296,37.390504586144
1218.762646,679.834901,126.66546862646,37.39050114901
1218.375949,679.490641,126.66546475949,37.39049770641
1217.990241,679.1458158,126.66546090241,37.390494258158
1217.605557,678.8004064,126.66545705557,37.390490804064
1217.221933,678.4543942,126.66545321933,37.390487343942
1216.839405,678.1077604,126.66544939405,37.390483877604
1216.45801,677.7604861,126.6654455801,37.390480404861
1216.077782,677.4125526,126.66544177782,37.390476925526
1215.698757,677.0639411,126.66543798757,37.390473439411
1215.320972,676.7146328,126.66543420972,37.390469946328
1214.944462,676.364609,126.66543044462,37.39046644609
1214.569262,676.0138508,126.66542669262,37.390462938508
1214.19541,675.6623394,126.6654229541,37.390459423394
1213.822939,675.3100562,126.66541922939,37.390455900562
1213.451887,674.9569822,126.66541551887,37.390452369822
1213.082289,674.6030987,126.66541182289,37.390448830987
1212.714181,674.248387,126.66540814181,37.39044528387
1212.347599,673.8928282,126.66540447599,37.390441728282
1211.982578,673.5364035,126.66540082578,37.390438164035
1211.619155,673.1790942,126.66539719155,37.390434590942
1211.257364,672.8208815,126.66539357364,37.390431008815
1210.897242,672.4617467,126.66538997242,37.390427417467
1210.538825,672.1016708,126.66538638825,37.390423816708
1210.182149,671.7406352,126.66538282149,37.390420206352
1209.827249,671.378621,126.66537927249,37.39041658621
1209.47416,671.0156095,126.6653757416,37.390412956095
1209.12292,670.6515818,126.6653722292,37.390409315818
1208.773563,670.2865193,126.66536873563,37.390405665193
1208.426126,669.9204031,126.66536526126,37.390402004031
1208.080644,669.5532144,126.66536180644,37.390398332144
1207.737153,669.1849344,126.66535837153,37.390394649344
1207.395689,668.8155445,126.66535495689,37.390390955445
1207.056288,668.4450256,126.66535156288,37.390387250256
1206.718985,668.0733592,126.66534818985,37.390383533592
1206.383817,667.7005264,126.66534483817,37.390379805264
1206.050818,667.3265084,126.66534150818,37.390376065084
1205.720025,666.9512865,126.66533820025,37.390372312865
1205.391474,666.5748418,126.66533491474,37.390368548418
1205.065201,666.1971556,126.66533165201,37.390364771556
1204.741241,665.818209,126.66532841241,37.39036098209
1204.419629,665.4379834,126.66532519629,37.390357179834
1204.100403,665.0564599,126.66532200403,37.390353364599
1203.783597,664.6736197,126.66531883597,37.390349536197
1203.469248,664.2894441,126.66531569248,37.390345694441
1203.157391,663.9039142,126.66531257391,37.390341839142
1202.848062,663.5170113,126.66530948062,37.390337970113
1202.541297,663.1287166,126.66530641297,37.390334087166
1202.237132,662.7390114,126.66530337132,37.390330190114
1201.935602,662.3478767,126.66530035602,37.390326278767
1201.636743,661.9552939,126.66529736743,37.390322352939
1201.340592,661.5612442,126.66529440592,37.390318412442
1201.047183,661.1657087,126.66529147183,37.390314457087
1200.756553,660.7686687,126.66528856553,37.390310486687
1200.468737,660.3701055,126.66528568737,37.390306501055
1200.183772,659.9700001,126.66528283772,37.390302500001
1199.901693,659.5683339,126.66528001693,37.390298483339
1199.622535,659.1650881,126.66527722535,37.390294450881
1199.346336,658.7602438,126.66527446336,37.390290402438
1199.073129,658.3537823,126.66527173129,37.390286337823
1198.802952,657.9456848,126.66526902952,37.390282256848
1198.535841,657.5359325,126.66526635841,37.390278159325
1198.271829,657.1245067,126.66526371829,37.390274045067
1198.010955,656.7113885,126.66526110955,37.390269913885
1197.753253,656.2965592,126.66525853253,37.390265765592
1197.498759,655.8799999,126.66525598759,37.390261599999
1197.24751,655.461692,126.6652534751,37.39025741692
1196.99954,655.0416165,126.6652509954,37.390253216165
1196.754886,654.6197548,126.66524854886,37.390248997548
1196.513583,654.196088,126.66524613583,37.39024476088
1196.275668,653.7705974,126.66524375668,37.390240505974
1196.041175,653.3432642,126.66524141175,37.390236232642
1195.810142,652.9140695,126.66523910142,37.390231940695
1195.582603,652.4829947,126.66523682603,37.390227629947
1195.358595,652.0500209,126.66523458595,37.390223300209
1195.138153,651.6151293,126.66523238153,37.390218951293
1194.921313,651.1783012,126.66523021313,37.390214583012
1194.70811,650.7395177,126.6652280811,37.390210195177
1194.498582,650.2987602,126.66522598582,37.390205787602
1194.292763,649.8560097,126.66522392763,37.390201360097
1194.090689,649.4112475,126.66522190689,37.390196912475
1193.892396,648.9644549,126.66521992396,37.390192444549
1193.69792,648.515613,126.6652179792,37.39018795613
1193.507297,648.0647031,126.66521607297,37.390183447031
1193.320562,647.6117064,126.66521420562,37.390178917064
1193.137752,647.156604,126.66521237752,37.39017436604
1192.958901,646.6993773,126.66521058901,37.390169793773
1192.784047,646.2400074,126.66520884047,37.390165200074
1192.613224,645.7784756,126.66520713224,37.390160584756
1192.446468,645.314763,126.66520546468,37.39015594763
1192.283816,644.8488508,126.66520383816,37.390151288508
1192.125303,644.3807204,126.66520225303,37.390146607204
1191.970965,643.910353,126.66520070965,37.39014190353
1191.820828,643.4377517,126.66519920828,37.390137177517
1191.674897,642.96297,126.66519774897,37.3901324297
1191.533174,642.4860681,126.66519633174,37.390127660681
1191.395661,642.0071065,126.66519495661,37.390122871065
1191.262361,641.5261455,126.66519362361,37.390118061455
1191.133274,641.0432455,126.66519233274,37.390113232455
1191.008404,640.5584667,126.66519108404,37.390108384667
1190.887751,640.0718696,126.66518987751,37.390103518696
1190.771319,639.5835145,126.66518871319,37.390098635145
1190.659108,639.0934618,126.66518759108,37.390093734618
1190.551122,638.6017718,126.66518651122,37.390088817718
1190.447361,638.1085049,126.66518547361,37.390083885049
1190.347828,637.6137214,126.66518447828,37.390078937214
1190.252525,637.1174817,126.66518352525,37.390073974817
1190.161453,636.6198462,126.66518261453,37.390068998462
1190.074616,636.1208751,126.66518174616,37.390064008751
1189.992014,635.6206289,126.66518092014,37.390059006289
1189.91365,635.1191679,126.6651801365,37.390053991679
1189.839525,634.6165525,126.66517939525,37.390048965525
1189.769642,634.112843,126.66517869642,37.39004392843
1189.704003,633.6080997,126.66517804003,37.390038880997
1189.642609,633.1023831,126.66517742609,37.390033823831
1189.585463,632.5957535,126.66517685463,37.390028757535
1189.532566,632.0882712,126.66517632566,37.390023682712
1189.483921,631.5799966,126.66517583921,37.390018599966
1189.439529,631.07099,126.66517539529,37.3900135099
1189.399393,630.5613118,126.66517499393,37.390008413118
1189.363514,630.0510224,126.66517463514,37.390003310224
1189.331894,629.5401821,126.66517431894,37.389998201821
1189.304536,629.0288513,126.66517404536,37.389993088513
1189.281441,628.5170903,126.66517381441,37.389987970903
1189.262611,628.0049594,126.66517362611,37.389982849594
1189.248048,627.4925191,126.66517348048,37.389977725191
1189.237754,626.9798297,126.66517337754,37.389972598297
1189.231732,626.4669515,126.66517331732,37.389967469515
1189.229983,625.9539449,126.66517329983,37.389962339449
1189.232509,625.4408703,126.66517332509,37.389957208703
1189.239312,624.9277879,126.66517339312,37.389952077879
1189.250394,624.4147583,126.66517350394,37.389946947583
1189.265757,623.9018416,126.66517365757,37.389941818416
1189.285402,623.3890983,126.66517385402,37.389936690983
1189.309333,622.8765887,126.66517409333,37.389931565887
1189.337551,622.3643732,126.66517437551,37.389926443732
1189.370058,621.8525121,126.66517470058,37.389921325121
1189.406855,621.3410659,126.66517506855,37.389916210659
1189.447945,620.8300947,126.66517547945,37.389911100947
1189.49333,620.3196591,126.6651759333,37.389905996591
1189.543012,619.8098193,126.66517643012,37.389900898193
1189.596992,619.3006357,126.66517696992,37.389895806357
1189.655273,618.7921687,126.66517755273,37.389890721687
1189.717857,618.2844786,126.66517817857,37.389885644786
1189.784746,617.7776257,126.66517884746,37.389880576257
1189.855941,617.2716705,126.66517955941,37.389875516705
1189.931444,616.7666733,126.66518031444,37.389870466733
1190.011258,616.2626944,126.66518111258,37.389865426944
1190.095385,615.7597942,126.66518195385,37.389860397942
1190.183826,615.258033,126.66518283826,37.38985538033
1190.276583,614.7574713,126.66518376583,37.389850374713
1190.373659,614.2581693,126.66518473659,37.389845381693
1190.475055,613.7601874,126.66518575055,37.389840401874
1190.580773,613.2635859,126.66518680773,37.389835435859
1190.690816,612.7684253,126.66518790816,37.389830484253
1190.805185,612.2747659,126.66518905185,37.389825547659
1190.923882,611.782668,126.66519023882,37.38982062668
1191.04691,611.292192,126.6651914691,37.38981572192
1191.17427,610.8033982,126.6651927427,37.389810833982
1191.305963,610.316347,126.66519405963,37.38980596347
1191.441993,609.8310987,126.66519541993,37.389801110987
1191.582361,609.3477138,126.66519682361,37.389796277138
1191.727069,608.8662525,126.66519827069,37.389791462525
1191.876119,608.3867752,126.66519976119,37.389786667752
1192.029513,607.9093422,126.66520129513,37.389781893422
1192.187237,607.4339894,126.66520287237,37.389777139894
1192.349239,606.960697,126.66520449239,37.38977240697
1192.515462,606.4894374,126.66520615462,37.389767694374
1192.685851,606.020183,126.66520785851,37.38976300183
1192.860348,605.5529062,126.66520960348,37.389758329062
1193.038896,605.0875794,126.66521138896,37.389753675794
1193.221441,604.624175,126.66521321441,37.38974904175
1193.407923,604.1626654,126.66521507923,37.389744426654
1193.598288,603.703023,126.66521698288,37.38973983023
1193.792478,603.2452202,126.66521892478,37.389735252202
1193.990437,602.7892294,126.66522090437,37.389730692294
1194.192109,602.3350231,126.66522292109,37.389726150231
1194.397436,601.8825735,126.66522497436,37.389721625735
1194.606362,601.4318532,126.66522706362,37.389717118532
1194.818831,600.9828345,126.66522918831,37.389712628345
1195.034786,600.5354898,126.66523134786,37.389708154898
1195.25417,600.0897916,126.6652335417,37.389703697916
1195.476927,599.6457121,126.66523576927,37.389699257121
1195.703,599.2032239,126.66523803,37.389694832239
1195.932332,598.7622994,126.66524032332,37.389690422994
1196.164868,598.3229108,126.66524264868,37.389686029108
1196.400549,597.8850307,126.66524500549,37.389681650307
1196.639321,597.4486315,126.66524739321,37.389677286315
1196.881126,597.0136854,126.66524981126,37.389672936854
1197.125907,596.580165,126.66525225907,37.38966860165
1197.373609,596.1480427,126.66525473609,37.389664280427
1197.624174,595.7172908,126.66525724174,37.389659972908
1197.877545,595.2878817,126.66525977545,37.389655678817
1198.133667,594.8597879,126.66526233667,37.389651397879
1198.392483,594.4329818,126.66526492483,37.389647129818
1198.653935,594.0074357,126.66526753935,37.389642874357
1198.917968,593.583122,126.66527017968,37.38963863122
1199.184525,593.1600132,126.66527284525,37.389634400132
1199.453549,592.7380817,126.66527553549,37.389630180817
1199.724984,592.3172998,126.66527824984,37.389625972998
1199.998773,591.89764,126.66528098773,37.3896217764
1200.274859,591.4790746,126.66528374859,37.389617590746
1200.553187,591.0615762,126.66528653187,37.389613415762
1200.833698,590.6451169,126.66528933698,37.389609251169
1201.116337,590.2296694,126.66529216337,37.389605096694
1201.401048,589.8152059,126.66529501048,37.389600952059
1201.687773,589.4016989,126.66529787773,37.389596816989
1201.976456,588.9891208,126.66530076456,37.389592691208
1202.26704,588.577444,126.6653036704,37.38958857444
1202.559469,588.1666408,126.66530659469,37.389584466408
1202.853686,587.7566837,126.66530953686,37.389580366837
1203.149635,587.3475451,126.66531249635,37.389576275451
1203.447259,586.9391974,126.66531547259,37.389572191974
1203.746501,586.531613,126.66531846501,37.38956811613
1204.047304,586.1247643,126.66532147304,37.389564047643
1204.349613,585.7186237,126.66532449613,37.389559986237
1204.653371,585.3131635,126.66532753371,37.389555931635
1204.958521,584.9083563,126.66533058521,37.389551883563
1205.265006,584.5041744,126.66533365006,37.389547841744
1205.57277,584.1005901,126.6653367277,37.389543805901
1205.881756,583.697576,126.66533981756,37.38953977576
1206.191908,583.2951043,126.66534291908,37.389535751043
1206.503169,582.8931476,126.66534603169,37.389531731476
1206.815482,582.4916782,126.66534915482,37.389527716782
1207.128791,582.0906685,126.66535228791,37.389523706685
1207.44304,581.6900909,126.6653554304,37.389519700909
1207.758171,581.2899178,126.66535858171,37.389515699178
1208.074128,580.8901217,126.66536174128,37.389511701217
1208.390855,580.4906748,126.66536490855,37.389507706748
1208.708294,580.0915497,126.66536808294,37.389503715497
1209.02639,579.6927187,126.6653712639,37.389499727187
1209.345086,579.2941542,126.66537445086,37.389495741542
1209.664325,578.8958287,126.66537764325,37.389491758287
1209.98405,578.4977145,126.6653808405,37.389487777145
1210.304205,578.099784,126.66538404205,37.38948379784
1210.624734,577.7020097,126.66538724734,37.389479820097
1210.945579,577.3043639,126.66539045579,37.389475843639
1211.266685,576.906819,126.66539366685,37.38947186819
1211.587994,576.5093474,126.66539687994,37.389467893474
1211.90945,576.1119216,126.6654000945,37.389463919216
1212.230997,575.7145143,126.66540330997,37.389459945143
1212.552579,575.3171017,126.66540652579,37.389455971017
1212.874143,574.9196618,126.66540974143,37.389451996618
1213.195634,574.5221726,126.66541295634,37.389448021726
1213.516999,574.1246124,126.66541616999,37.389444046124
1213.838183,573.7269592,126.66541938183,37.389440069592
1214.159132,573.329191,126.66542259132,37.38943609191
1214.479792,572.9312859,126.66542579792,37.389432112859
1214.800109,572.5332221,126.66542900109,37.389428132221
1215.12003,572.1349777,126.6654322003,37.389424149777
1215.439499,571.7365306,126.66543539499,37.389420165306
1215.758463,571.3378591,126.66543858463,37.389416178591
1216.076868,570.9389411,126.66544176868,37.389412189411
1216.394659,570.5397548,126.66544494659,37.389408197548
1216.711783,570.1402783,126.66544811783,37.389404202783
1217.028185,569.7404897,126.66545128185,37.389400204897
1217.343812,569.3403669,126.66545443812,37.389396203669
1217.65861,568.9398882,126.6654575861,37.389392198882
1217.972523,568.5390317,126.66546072523,37.389388190317
1218.285499,568.1377753,126.66546385499,37.389384177753
1218.597482,567.7360972,126.66546697482,37.389380160972
1218.90842,567.3339755,126.6654700842,37.389376139755
1219.218258,566.9313882,126.66547318258,37.389372113882
1219.526942,566.5283135,126.66547626942,37.389368083135
1219.834417,566.1247295,126.66547934417,37.389364047295
1220.14063,565.7206141,126.6654824063,37.389360006141
1220.445527,565.3159456,126.66548545527,37.389355959456
1220.749053,564.910702,126.66548849053,37.38935190702
1221.051155,564.5048614,126.66549151155,37.389347848614
1221.351778,564.0984018,126.66549451778,37.389343784018
1221.650869,563.6913014,126.66549750869,37.389339713014
1221.948373,563.2835383,126.66550048373,37.389335635383
1222.244235,562.8750904,126.66550344235,37.389331550904
1222.538403,562.4659361,126.66550638403,37.389327459361
1222.830822,562.0560532,126.66550930822,37.389323360532
1223.121438,561.6454199,126.66551221438,37.389319254199
1223.410197,561.2340143,126.66551510197,37.389315140143
1223.697045,560.8218145,126.66551797045,37.389311018145
1223.981927,560.4087986,126.66552081927,37.389306887986
1224.26479,559.9949445,126.6655236479,37.389302749445
1224.545579,559.5802306,126.66552645579,37.389298602306
1224.824241,559.1646347,126.66552924241,37.389294446347
1225.100721,558.7481351,126.66553200721,37.389290281351
1225.374966,558.3307098,126.66553474966,37.389286107098
1225.64692,557.9123368,126.6655374692,37.389281923368
1225.916531,557.4929943,126.66554016531,37.389277729943
1226.183744,557.0726604,126.66554283744,37.389273526604
1226.448505,556.6513131,126.66554548505,37.389269313131
1226.71076,556.2289306,126.6655481076,37.389265089306
1226.970454,555.8054909,126.66555070454,37.389260854909
1227.227535,555.3809721,126.66555327535,37.389256609721
1227.481947,554.9553523,126.66555581947,37.389252353523
1227.733636,554.5286095,126.66555833636,37.389248086095
1227.982549,554.100722,126.66556082549,37.38924380722
1228.228632,553.6716677,126.66556328632,37.389239516677
1228.47183,553.2414247,126.6655657183,37.389235214247
1228.712089,552.8099712,126.66556812089,37.389230899712
1228.949355,552.3772852,126.66557049355,37.389226572852
1229.183575,551.9433448,126.66557283575,37.389222233448
1229.414693,551.5081281,126.66557514693,37.389217881281
1229.642657,551.0716132,126.66557742657,37.389213516132
1229.867411,550.6337781,126.66557967411,37.389209137781
1230.088902,550.1946011,126.66558188902,37.389204746011
1230.307076,549.75406,126.66558407076,37.3892003406
1230.521879,549.3121331,126.66558621879,37.389195921331
1230.733256,548.8687984,126.66558833256,37.389191487984
1230.941153,548.424034,126.66559041153,37.38918704034
1231.145517,547.977818,126.66559245517,37.38918257818
1231.346293,547.5301285,126.66559446293,37.389178101285
1231.543428,547.0809436,126.66559643428,37.389173609436
1231.736866,546.6302413,126.66559836866,37.389169102413
1231.926555,546.1779997,126.66560026555,37.389164579997
1232.112443,545.7241986,126.66560212443,37.389160041986
1232.294531,545.2688405,126.66560394531,37.389155488405
1232.472857,544.8119455,126.66560572857,37.389150919455
1232.647461,544.3535339,126.66560747461,37.389146335339
1232.818381,543.8936262,126.66560918381,37.389141736262
1232.985657,543.4322427,126.66561085657,37.389137122427
1233.149329,542.969404,126.66561249329,37.38913249404
1233.309436,542.5051303,126.66561409436,37.389127851303
1233.466017,542.0394422,126.66561566017,37.389123194422
1233.619111,541.5723601,126.66561719111,37.389118523601
1233.768759,541.1039042,126.66561868759,37.389113839042
1233.914999,540.6340952,126.66562014999,37.389109140952
1234.05787,540.1629533,126.6656215787,37.389104429533
1234.197413,539.690499,126.66562297413,37.38909970499
1234.333666,539.2167528,126.66562433666,37.389094967528
1234.466669,538.7417349,126.66562566669,37.389090217349
1234.596462,538.2654659,126.66562696462,37.389085454659
1234.723083,537.7879662,126.66562823083,37.389080679662
1234.846571,537.3092561,126.66562946571,37.389075892561
1234.966967,536.8293561,126.66563066967,37.389071093561
1235.08431,536.3482866,126.6656318431,37.389066282866
1235.198639,535.866068,126.66563298639,37.38906146068
1235.309993,535.3827208,126.66563409993,37.389056627208
1235.418412,534.8982652,126.66563518412,37.389051782652
1235.523935,534.4127219,126.66563623935,37.389046927219
1235.626602,533.9261111,126.66563726602,37.389042061111
1235.726451,533.4384532,126.66563826451,37.389037184532
1235.823523,532.9497688,126.66563923523,37.389032297688
1235.917856,532.4600782,126.66564017856,37.389027400782
1236.00949,531.9694018,126.6656410949,37.389022494018
1236.098465,531.4777601,126.66564198465,37.389017577601
1236.184819,530.9851734,126.66564284819,37.389012651734
1236.268593,530.4916621,126.66564368593,37.389007716621
1236.349825,529.9972468,126.66564449825,37.389002772468
1236.428554,529.5019477,126.66564528554,37.388997819477
1236.504821,529.0057854,126.66564604821,37.388992857854
1236.578665,528.5087801,126.66564678665,37.388987887801
1236.650124,528.0109525,126.66564750124,37.388982909525
1236.719239,527.5123227,126.66564819239,37.388977923227
1236.786048,527.0129114,126.66564886048,37.388972929114
1236.850591,526.5127388,126.66564950591,37.388967927388
1236.912908,526.0118254,126.66565012908,37.388962918254
1236.973037,525.5101916,126.66565073037,37.388957901916
1237.031019,525.0078579,126.66565131019,37.388952878579
1237.086892,524.5048446,126.66565186892,37.388947848446
1237.140696,524.0011721,126.66565240696,37.388942811721
1237.19247,523.4968609,126.6656529247,37.388937768609
1237.242254,522.9919314,126.66565342254,37.388932719314
