X,Y,yaw,K,s,type
1258,8804,-0.989353395923505,0,0,0
1296.44612265529,8745.50302868717,-0.989353395923505,0,70,0
1334.89224531058,8687.00605737434,-0.989353395923505,0,140,0
1373.33836796587,8628.5090860615,-0.989353395923505,0,210,0
1411.78449062116,8570.01211474867,-0.989353395923505,0,280,0
1450.23061327645,8511.51514343583,-0.989353395923505,0,350,0
1488.67673593174,8453.018172123,-0.989353395923505,0,420,0
1527.12285858703,8394.52120081017,-0.989353395923505,0,490,1
1565.56898124232,8336.02422949734,-0.989353395923505,0,560,1
1604.01510389761,8277.5272581845,-0.989353395923505,0,630,1
1642.4612265529,8219.03028687167,-0.989353395923505,0,700,1
1676,8168,-1.16578887922649,-7.24596902212427E-17,770,1
1693.90096182494,8100.55740240146,-1.62086382233894,-0.012011721867034,840,0
1675.11541974426,8033.03828809173,-1.99657094459602,-0.007277511928387,910,0
1631.13831274686,7980.14507003863,-2.48584314620677,-0.005505078026775,980,0
1571.35949737726,7947.75453125039,-2.77269212003858,-0.002803284176341,1050,0
1503.60444379193,7926.76534188311,-2.88104460025763,-0.00037273486586,1120,0
1433.78514706487,7907.23722239487,-2.83097905361475,0.00176737652772,1190,0
1367.81360227008,7879.22989324377,-2.62138112874017,0.004070669094005,1260,0
1315.69560082594,7832.31138189395,-2.06897957424868,0.014041785390397,1330,0
1305.43218434403,7764.09685705132,-1.36923451583935,0.010995916970109,1400,0
1336.52558046138,7701.58377687256,-0.98850233908211,0.000247023076996,1470,0
1375.25213079913,7643.3061819248,-0.984469791848209,-0.000131031432307,1540,0
1413.47796257323,7584.62123357089,-1.00684165344411,-0.000507947823678,1610,0
1450.31031120157,7525.06314451038,-0.961625913567096,0.006059110123199,1680,0
1507.4018133045,7487.80376227232,-0.130485580753888,0.012050447378274,1750,0
1576.44494031602,7496.88052661417,0.284102187860681,0.002631479945959,1820,0
1642.22508865308,7520.75844441838,0.392790219845498,0.000919827839436,1890,1
1706.32634550271,7548.97008047978,0.426027848623052,3.05381991455346E-05,1960,1
1770.3661707252,7577.3184714593,0.397072397170573,-0.000858790417139,2030,1
1835.91968975397,7601.81600690785,0.314537235296201,-0.001029601310624,2100,1
1902.91571163001,7621.82678067884,0.267571094652122,-0.001122126751688,2170,1
1971.9645075102,7635.10058982259,0.038899250802601,-0.007484826802922,2240,0
2038.1140728224,7615.11704099386,-0.617669976768166,-0.008517408049195,2310,0
2081.82232609684,7560.95364506954,-1.12643500778574,-0.004175316720204,2380,0
2111.19240648604,7497.50118262994,-1.06977145493829,0.002226395558466,2450,0
2148.4301702602,7438.29778616043,-0.966308944602356,0.000738141367284,2520,0
2188.92575723667,7380.78400941328,-0.9652292746298,-0.00070551766493,2590,0
2227.1607169618,7321.96652237418,-1.01493491809613,-0.000212293321903,2660,0
2264.4383015046,7262.78400383665,-0.98875579300863,0.000963038097561,2730,0
2304.98154802307,7205.82236936152,-0.921978890610272,0.000611615210323,2800,0
2339,7162,-1.01999144323981,0,2870,0
2375.63612697615,7102.35275194791,-1.01999144323981,0,2940,0
2412.27225395231,7042.70550389583,-1.01999144323981,0,3010,0
2448.90838092846,6983.05825584374,-1.01999144323981,0,3080,0
2485.54450790462,6923.41100779166,-1.01999144323981,0,3150,0
2522.18063488077,6863.76375973957,-1.01999144323981,0,3220,0
2558.81676185693,6804.11651168748,-1.01999144323981,0,3290,0
2581,6768,-1.09259409643195,8.70971447737858E-18,3360,0
