X,Y,yaw,K,s
1292.0,750.0,-2.3430948028725678,0.0,0.0
1271.0664950348985,728.5107382659136,-2.3430948028725678,0.0,30.0
1250.1329900697972,707.0214765318271,-2.3430948028725678,0.0,60.0
1229.1994851046957,685.5322147977406,-2.3430948028725678,0.0,90.0
1208.2659801395941,664.0429530636542,-2.3430948028725678,0.0,120.0
1187.3324751744926,642.5536913295678,-2.3430948028725678,0.0,150.0
1166.3989702093913,621.0644295954812,-2.3430948028725678,0.0,180.0
1145.4654652442898,599.5751678613948,-2.3430948028725678,0.0,210.0
1124.5319602791883,578.0859061273084,-2.3430948028725678,0.0,240.0
1103.5984553140868,556.5966443932219,-2.3430948028725678,0.0,270.0
1082.6649503489855,535.1073826591355,-2.3430948028725678,0.0,300.0
1061.731445383884,513.618120925049,-2.3430948028725678,0.0,330.0
1040.7979404187824,492.12885919096254,-2.3430948028725678,0.0,360.0
1019.864435453681,470.63959745687606,-2.3430948028725678,0.0,390.0
998.9309304885796,449.15033572278963,-2.3430948028725678,0.0,420.0
977.9974255234781,427.66107398870315,-2.3430948028725678,0.0,450.0
957.0639205583766,406.1718122546167,-2.3430948028725678,0.0,480.0
936.1304155932752,384.68255052053024,-2.3430948028725678,0.0,510.0
915.1969106281738,363.1932887864438,-2.3430948028725678,0.0,540.0
894.2634056630723,341.70402705235733,-2.3430948028725678,0.0,570.0
873.3299006979707,320.2147653182709,-2.3430948028725678,0.0,600.0
852.3963957328693,298.7255035841844,-2.3430948028725678,0.0,630.0
840.0,286.0,-2.0235563651329076,1.2883072393378244e-16,660.0
829.9713595299833,257.7381379117861,-1.6766048666352538,0.023711046796763,690.0
834.6520787776569,228.09424969125726,-1.2327629874795645,0.008262866750623274,720.0
847.7205307463305,201.14860618038247,-1.0177437060211623,0.006061000138381193,750.0
865.5717068732898,177.16659259282912,-0.8481531786987333,0.005251820299711054,780.0
887.2755600830391,156.00609548672776,-0.7014148037357975,0.0044390809331177035,810.0
912.0839335941426,137.6663429360468,-0.575225468348581,0.0037670739929481327,840.0
939.2486706251647,122.14656301475425,-0.46544808818769867,0.00327933281328609,870.0
968.0216143946699,109.44598379681845,-0.36751141027831424,0.0029761301909433865,900.0
997.6546081212225,99.56383335620757,-0.27690402899387423,0.0028531910086997394,930.0
1027.4047045896014,92.51074878099111,-0.18424741793179186,0.004212889356462055,960.0
1057.1456688251587,89.59528407396607,-0.0032291499281126546,0.005136571913604438,990.0
1087.2317871661794,91.199965987919,0.1200524599941583,0.007155724463097108,1020.0
1115.9732032277243,99.08078313626321,0.4157613655900574,0.007224328040096207,1050.0
1142.7759088461435,113.00258718789395,0.5155910833575643,0.0019363929874474124,1080.0
1168.5811693585454,128.6247696514799,0.5727080129006975,0.001848195327400634,1110.0
1193.4523543040807,145.64310088638894,0.6269727248380496,0.0017515857350295161,1140.0
1217.4060818512658,163.96196294194783,0.6782809795607033,0.0016505140503671957,1170.0
1240.4589701686168,183.4857378674832,0.7266016068944102,0.0015482968404373632,1200.0
1262.6276374246493,204.11880771232194,0.7719627599530587,0.0014475489886420587,1230.0
1283.9287017878792,225.76555452579066,0.8144381292154524,0.0013502041104951651,1260.0
1304.378781426823,248.33036035721608,0.8541342488035183,0.001257589724033429,1290.0
1323.9944945099967,271.717607255925,0.8911795198174531,0.0011705282409526444,1320.0
1342.7924592059155,295.83167727124413,0.9257151800731609,0.0010894429743025708,1350.0
1360.7892936830965,320.57695245250017,0.9578881815157473,0.0010144563568775568,1380.0
1378.0016161100546,345.85781484901986,0.987845780484917,0.0009454739228134824,1410.0
1394.446044655306,371.57864651013,1.0157315739854091,0.0008822519574945919,1440.0
1410.1335348057537,397.645709882813,1.0458323914999221,0.0027948677018463,1470.0
1422.04597157745,424.97131003855407,1.3300637286167234,0.011270885727319033,1500.0
1426.0745216985938,454.85342498458147,1.4835263606389586,-0.00039683621737636335,1530.0
1428.8937900922722,485.0600080959169,1.4721692506836703,-0.00035143708929622977,1560.0
1432.019447133477,515.0942537689959,1.4622699744961303,-0.0003038472225688382,1590.0
1435.4066170180402,544.9814037390868,1.4538696535913376,-0.00025440038584110316,1620.0
1439.0104239417938,574.7466997414573,1.4470024279400977,-0.0002034272340226377,1650.0
1442.7859921005702,604.4153835113755,1.4416956649842287,-0.00015125331885367687,1680.0
1446.688445690201,634.0126967841096,1.437970166095669,-9.819845206588068e-05,1710.0
1450.672908906519,663.5638812949275,1.4358403482164788,-4.457721366593427e-05,1740.0
