X,Y,yaw,K,s,type
590.0,510.0,-2.5960884513772404,0.0,0.0,0
585.7256710272592,507.40575409168906,-2.5960884513772404,0.0,5.0,0
581.4513420545182,504.8115081833781,-2.5960884513772404,0.0,10.0,0
577.1770130817774,502.2172622750672,-2.5960884513772404,0.0,15.0,0
572.9026841090365,499.6230163667563,-2.5960884513772404,0.0,20.0,0
568.6283551362957,497.02877045844536,-2.5960884513772404,0.0,25.0,0
564.3540261635547,494.4345245501344,-2.5960884513772404,0.0,30.0,0
560.0796971908139,491.8402786418235,-2.5960884513772404,0.0,35.0,0
555.8053682180731,489.24603273351255,-2.5960884513772404,0.0,40.0,0
551.5310392453322,486.6517868252016,-2.5960884513772404,0.0,45.0,0
547.2567102725914,484.0575409168907,-2.5960884513772404,0.0,50.0,0
542.9823812998504,481.46329500857973,-2.5960884513772404,0.0,55.0,0
538.7080523271096,478.86904910026885,-2.5960884513772404,0.0,60.0,0
534.4337233543687,476.2748031919579,-2.5960884513772404,0.0,65.0,0
530.1593943816279,473.680557283647,-2.5960884513772404,0.0,70.0,0
525.885065408887,471.08631137533604,-2.5960884513772404,0.0,75.0,0
521.6107364361461,468.4920654670251,-2.5960884513772404,0.0,80.0,0
517.3364074634053,465.89781955871416,-2.5960884513772404,0.0,85.0,0
513.0620784906644,463.3035736504032,-2.5960884513772404,0.0,90.0,0
508.78774951792354,460.70932774209234,-2.5960884513772404,0.0,95.0,0
504.51342054518267,458.1150818337814,-2.5960884513772404,0.0,100.0,0
500.2390915724418,455.52083592547046,-2.5960884513772404,0.0,105.0,0
495.9647625997009,452.9265900171595,-2.5960884513772404,0.0,110.0,0
491.69043362696004,450.3323441088486,-2.5960884513772404,0.0,115.0,0
487.4161046542192,447.73809820053765,-2.5960884513772404,0.0,120.0,0
483.14177568147835,445.1438522922267,-2.5960884513772404,0.0,125.0,0
478.8674467087375,442.54960638391583,-2.5960884513772404,0.0,130.0,0
474.5931177359966,439.95536047560483,-2.5960884513772404,0.0,135.0,0
470.3187887632557,437.36111456729395,-2.5960884513772404,0.0,140.0,0
466.04445979051485,434.766868658983,-2.5960884513772404,0.0,145.0,0
461.770130817774,432.1726227506721,-2.5960884513772404,0.0,150.0,0
457.49580184503316,429.57837684236114,-2.5960884513772404,0.0,155.0,0
453.2214728722922,426.9841309340502,-2.5960884513772404,0.0,160.0,0
448.9471438995514,424.38988502573926,-2.5960884513772404,0.0,165.0,0
444.67281492681053,421.7956391174283,-2.5960884513772404,0.0,170.0,0
440.39848595406966,419.20139320911744,-2.5960884513772404,0.0,175.0,0
436.12415698132884,416.6071473008065,-2.5960884513772404,0.0,180.0,0
431.8498280085879,414.01290139249556,-2.5960884513772404,0.0,185.0,0
427.5754990358471,411.4186554841846,-2.5960884513772404,0.0,190.0,0
423.30117006310616,408.8244095758737,-2.5960884513772404,0.0,195.0,0
419.02684109036534,406.23016366756275,-2.5960884513772404,0.0,200.0,0
417.0,405.0,-2.893486635179645,-5.391386077894637e-17,205.0,0
412.1207263907281,403.7808430327437,-2.9032597901842236,-0.0038946467434614403,210.0,0
407.23019610685884,402.6601570473646,-2.9327158360093843,-0.007865542188839633,215.0,0
402.3171524737948,401.73641302573986,-2.982153791995127,-0.011922268459367837,220.0,0
397.3703388169385,401.10808194974675,-3.0516886331242854,-0.01593239675216269,225.0,0
392.381440807964,400.8657159442904,-3.134107189488848,-0.016040752646591803,230.0,0
387.3700555292268,401.0247480120865,3.0716361492543705,-0.014873862283564118,235.0,0
382.3711893762608,401.55913944047643,2.999362801552917,-0.013908010368760612,240.0,0
377.42001055989346,402.44241601667767,2.9313652304634865,-0.013165398525489177,245.0,0
372.55073839299655,403.6478631018194,2.8672733287398158,-0.012175634865347455,250.0,0
367.7763194045532,405.1433760862869,2.810054426435202,-0.01067792633061483,255.0,0
363.0887294903025,406.8915369468447,2.760515312504754,-0.009119501064703129,260.0,0
358.4790560820337,408.85470254657633,2.718745718222562,-0.007555586018467915,265.0,0
353.93886848028114,410.9958812806696,2.683648723429503,-0.006931274832413193,270.0,0
349.4735094605524,413.296704584767,2.647530865086922,-0.007460428002868728,275.0,0
345.10377991142013,415.7597047249499,2.608623064200904,-0.008065014280244056,280.0,0
340.85130092474066,418.38852295968974,2.5666257046106558,-0.008748428789842807,285.0,0
336.73769222870436,421.1867999698643,2.5212442312867016,-0.009438760877286506,290.0,0
332.77855287944686,424.1556263230748,2.47541522832881,-0.009068522912003683,295.0,0
328.9696429995875,427.2876896167402,2.4317496072153553,-0.008629325386960988,300.0,0
325.3026422896779,430.57394914645647,2.3904489222728893,-0.008136912358342468,305.0,0
321.76923045026984,434.0053642078194,2.351662707078483,-0.007606524466280044,310.0,0
318.3610871819149,437.5728940964249,2.3154925612965855,-0.007052015681585294,315.0,0
315.0698921851647,441.26749810786873,2.2819980411650063,-0.006485294933005949,320.0,0
311.88732516057087,445.08013553774686,2.2512035191389033,-0.005916064520138001,325.0,0
308.805065808685,449.001765681655,2.223105313432329,-0.005351794715937233,330.0,0
305.8147938300589,453.0233478351892,2.19767856650255,-0.004797863157294288,335.0,0
302.908188925244,457.1358412939453,2.174883531330654,-0.004257792130382164,340.0,0
300.0769307947921,461.3302053535191,2.154671079865748,-0.003733529601342019,345.0,0
297.31269913925473,465.5973993095064,2.136987367741747,-0.003225735146159199,350.0,0
294.6071736591835,469.9283824575032,2.121777672122508,-0.002734046201642739,355.0,0
291.9520340551302,474.31411409310516,2.1089894699395475,-0.00225731157037166,360.0,0
